,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,نام,نام خانوادگی,آدرس,جنسیت,معدل,مقطع تحصیلی,رشته تحصیلی,سن,مهارت,تجربه کاری(به سال)
152,152,152,188,188,عذرا,"هامون
",تهران پارس خ استخر بوستان یک شرقی,-1.0,22,کاردانی,"ایمونولوژی
",52,"-1
",0
153,153,153,189,189,محمدتقي,"هومن
",میرداماد خ شاه نظری نبش خ فرجام و خ کوشا,-1.0,24,فوق دکترا,"کارشناسی فرش
",22,"دام دار
",3
154,154,154,191,191,زينت,"جنتی
",طرشت  اکبری جنوبی  تقاطع  قلانی,2.0,25,ندارد,"پزشکی
",41,"-1
",4
155,155,155,192,192,مهرداد,"دباغ
",خ قزوین . سه راه اذری . خ قدرت پاکی . نبش ک داوود محمدی,2.0,12,دکترا,"فلسفه
",32,"ویزیتور
",5
156,156,156,193,193,مهلا,"حکمی
",نارمک. میدان 93,-1.0,17,0,"تکنولوژی مرتع و آبخیزداری
",53,,16
157,157,157,194,194,ساجده,"خوئینی
",خ کریم خان- نرسیده به نجات اللهی-,-1.0,24,0,"-1
",18,"مهندس صنایع غذایی
",0
158,158,158,195,195,آتنا,"جنتی
",میدان فرهنگ خیابان آماج خیابان ابن سینا یا 31 -,-1.0,22,فوق دیپلم,"مطالعات ارتباطی
",22,"خبرنگار  
",0
159,159,159,196,196,غلامعلي,"خدایی
",تهرانسر خ 32,-1.0,17,کارشناسی,"پرورش زنبور عسل
",38,"نقاش  
",9
160,160,160,197,197,حبيب,"هوشیار
",شهرری شهرک علا ئین میثم شما لی خ آیت الله کا شا نی,-1.0,21,فوق دکترا,"علوم کامپیوتر
",36,"کارشناس شبکه  
",10
161,161,161,198,198,سيدمصطفي,"شرع‌پسند
",خاور شهر - فاز 1 - خ 12 - منطقه 2- فضای سبز بین,2.0,24,فوق دیپلم,"هوانوردی
",17,"کارشناس مرکز تماس  
",0
162,162,162,199,199,صفيه,"زمردیان
",خ کمیل خ قصرالدشت ک ابراهیمی سر تا سر,-1.0,22,-1,"جغرافیا
",35,"مهندسی کامپیوتر
",13
163,163,163,200,200,رحيم,"ابریشمی
",رسالت خیابان دلاوران خیابان تکاوران جنوبی کوچه دوم مرکزی,2.0,20,دکترا,"مهندسی فضای سبز
",32,"ماهیگیر
",12
164,164,164,202,202,بهاره,"راسخ
",شهرری دولت آباد خیابان سید حسن غیوری کوچه 10 متری اسلامی,1.0,17,0,"مهندسی کامپیوتر
",15,"خبرنگار  
",3
165,165,165,203,203,ياسين,"شیرازی
",میدان رسالت خ شهید فرمان طرقی خ شهید دهقران نبش کوچه درویشی,1.0,15,دکترا,"علوم سیاسی
",43,"مترجم
",21
166,166,166,204,204,حليمه,"مصاحب
",شهرک آزادی . بلوار محمد رسول الله. ک حبیب. جنب,-1.0,19,-1,"علوم سیاسی
",16,"پیک موتوری  
",4
167,167,167,205,205,سيدمحمدرضا,"اشتری
",فداییان اسلام زیر پل بعثت. خ امام قلیان . ک 39,0.0,19,فوق دکترا,"فوریت‌های پزشکی
",33,"ارزیابی و تحلیلگری مالی
",0
168,168,168,206,206,متين,"لنکرانی
",خ علامه جنوبی خ 24 شرقی,1.0,15,سیکل,"مهندسی کشاورزی
",46,,9
169,169,169,207,207,ايران,"داور 
",خاوران . سه راه هاشم آباد . خ عباس کاشی . نبش خ محرابیان فرد .ابتدای کوچه دهقان زاده,0.0,12,0,"زبان و ادبیات عربی
",24,"اپتومتریست
",8
170,170,170,208,208,سيداحمد,"عبدالملکی
",بلوار فردوس غرب اواسط ک 34,2.0,17,دیپلم,"-1
",35,"مسئول دفتر
",8
171,171,171,209,209,موسي,"زمردیان
",میدان فلاح-خ رزاقی-نبش کوچه حسینی اصل-مغازه میوه فروشی,0.0,25,کارشناسی,"چاپ
",26,"پلیس 
",4
172,172,172,212,212,بهروز,"خوئینی
",خ پیروزی میدان باغچه بیدی خ محبی - ابتدای دریاباری,1.0,14,دکترا,"روابط عمومی
",36,"گویندگان
",5
173,173,173,213,213,صغرا,"ستاری
",خیابان رشید جنوبی بعد از خیابان 138,0.0,22,دکترا,"علوم دامی
",45,"کارمند اداری  
",8
174,174,174,214,214,جلال,"شریعتمداری
",خ طوس نرسیده به خوش,2.0,25,فوق دکترا,"دندان‌پزشکی
",39,"پرستار  
",17
175,175,175,217,217,نيلوفر,"استادی
",خ  قزوین  .  خ رنجبر  .  خ  حاجیان  .  بن  بست  1,-1.0,22,سیکل,"روان‌شناسی
",52,"مهندس معماری
",10
176,176,176,218,218,سيدحسن,"روزبه
",میدان پونک - بلوار همیلا- خ پارک - ک مهر -,1.0,13,کارشناسی,"فوریت‌های پزشکی
",39,"کارشناس امنیت اطلاعات  
",19
177,177,177,219,219,سيدمحسن,"مجرد
",میدان ابوذر خ شانذیر.نبش پیغمبری.,2.0,20,لیسانس,"پرورش زنبور عسل
",28,"مربی مهد کودک  
",9
178,178,178,220,220,فرهاد,"اشکوری
",حکیم  غرب به شرق . سر تعاون . وسط فضای سبز,2.0,22,فوق دیپلم,"مهندسی مکانیک
",21,"منشی  
",7
179,179,179,221,221,ثنا,"داودی
",علامه جعفری به سمت غرب . بعداز اندیشه شمالی . مجاور اتوبان .,-1.0,17,فوق دیپلم,"مهندسی مدیریت اجرایی
",34,,5
180,180,180,222,222,محمدباقر,"شبستری
",نارمک خ 68 ک اژنگ,2.0,19,دکترا,"حسابداری
",52,"مهندس راه آهن 
",6
181,181,181,225,225,مهران,"روزبه
",خانی اباد نو . خ قنبری . ک 32,-1.0,21,دیپلم,"-1
",23,"مهندس معماری
",8
182,182,182,226,226,حمزه,"سرمد
",بلوار فردوس  غرب -  ورزی جنوبی  -  نبش کوچه نوزدهم  شرقی,-1.0,18,دکترا,"مهندسی معدن
",43,"-1
",3
183,183,183,227,227,كلثوم,"شهیدی
",گیشا. خیابان 29.,0.0,23,دکترا,"ترویج و آموزش کشاورزی
",15,"طراح وب سایت  
",2
184,184,184,228,228,منيژه,"انتظامی
",حکیمیه خ بهشت خ بوستان یکم,-1.0,18,ندارد,,27,"گویندگان
",8
185,185,185,229,229,پارسا,"ساعی
",یوسف آباد-میدان سید جمال الدین - داخل کوچه  39  -  ملک در حال ساخت,-1.0,22,دکترا,"کاردان فنی برق
",33,"نویسنده  
",13
186,186,186,230,230,سيدمحمدحسين,"لنکرانی
",شهرری. خیابان 24متری. نبش کوچه شهید طرق رودی.,1.0,14,ندارد,"زمین‌شناسی
",37,"مشاور
",13
187,187,187,231,231,رباب,"شیرازی
",پیروزی,-1.0,19,دکترا,,37,"ماهیگیر
",16
188,188,188,232,232,طاها,"رحماندوست
",متروی صادقیه ضلع جنوبی اول رحمانی,0.0,20,ندارد,"کاردان فنی معدن
",54,"مربی مهد کودک  
",5
189,189,189,234,234,ياسمن,"مجتبوی
",بلوار فردوس خ پروانه جنوبی ک37,0.0,13,ندارد,"کارشناسی چندرسانه‌ای
",40,"استاد دانشگاه
",15
190,190,190,235,235,آيدا,"صدیق
",خ آزادی تقاطع حبیب ا... تا دانشگاه صنعتی شریف بلوار وسط,2.0,18,-1,"بهره‌برداری گیاهان دارویی
",39,"عکاس 
",6
191,191,191,236,236,زيبا,"شهیدی
",جنت اباد شمالی .از ابشناسان . ورودی ب باکری جنوبی,2.0,13,دیپلم,"علوم تربیتی
",45,"ناخدای کشتی 
",22
192,192,192,238,238,الناز,"شاه‌حسینی
",یاخچی آباد - خ شریعتی - نبش کوچه کریمی -,1.0,22,لیسانس,"کاردانی دام‌پزشکی
",36,"0
",3
193,193,193,239,239,سينا,"امانت
",شهرک غرب . بلوار فرحزادی . خ سپهر . خ مرصاد . ک 4 غربی,1.0,18,دیپلم,"مهندسی مواد و طراحی صنایع غذایی
",30,"حسابدار و کمک حسابدار 
",9
194,194,194,240,240,شهين,"اعتماد
",جنت اباد شمالی بهارستان 10,0.0,14,سیکل,"مهندسی مکانیک
",36,"مشاور
",16
195,195,195,243,243,يونس,"توفیقی
",خانی اباد نو خ میعاد شمالی ک 19,-1.0,24,کارشناسی ارشد,"موزه‌داری
",28,"کشاورز 
",4
196,196,196,246,246,وجيهه,"شادمهر
",خ 135 یا شفیعی مکرم - ک مسگر تهرانی -,2.0,21,سیکل,"ایمونولوژی
",32,"-1
",9
197,197,197,247,247,ياسر,"آهنگر
",اتوبان شیخ فضل الله زیر پل ورودی به برج میلاد,1.0,25,دکترا,"فلسفه
",35,"عکاس 
",15
198,198,198,248,248,آذر,"خوئینی
",اتوبان ازادگان شمال به جنوب نرسیده به مرکز خرید گل یاس,2.0,23,کاردانی,"مهندسی کشتی
",55,"طراح لباس
",12
199,199,199,249,249,انسيه,"سلامت
",صادقیه بلوار فردوس خ عقیق ک دوم,2.0,19,لیسانس,"علوم تربیتی
",26,"0
",11
200,200,200,251,251,پوريا,"تابش
",نارمک . م 42 . ک شریف .,1.0,18,لیسانس,"0
",23,"فروشنده  
",8
201,201,201,252,252,رؤيا,"معارف
",خیام جنوبی,2.0,20,لیسانس,"فوریت‌های پزشکی
",44,"بنّا
",21
202,202,202,253,253,زكيه,"اشکوری
",مسیل منوچهری . خیابان 8/40,1.0,17,کارشناسی ارشد,"زبان فرانسوی
",52,"-1
",12
203,203,203,254,254,سپيده,"شاه‌حسینی
",بلوار ابوذر خ علامه امینی جنوبی ک نوروزجم انتهای کوچه فضای سبز دو بر است,0.0,24,کارشناسی ارشد,"داروسازی
",20,"راننده  
",8
204,204,204,255,255,سيدمحمدمهدي,"لاچینی
",مسعودیه-خ مظاهر-کوچه نهم (شهید مردانی)-,0.0,13,فوق دیپلم,"مددکاری اجتماعی
",41,"مهندس مکانیک
",8
205,205,205,256,256,عادل,"معارف
",انقلاب. خ وصال. خ طالقانی.,1.0,15,لیسانس,"مهندسی فناوری اطلاعات
",22,,8
206,206,206,257,257,كريم,"توکل
",پیروزی . بلوار ابوذر . پل پنجم . 20 متری وحدت .,1.0,24,کاردانی,"رشته‌های علوم انسانی
",19,"آهنگساز
",4
207,207,207,258,258,حيدر,"امانی
",تهرانپارس فلکه دوم خ فرجام  خ آهنی آمینه شمالی سرتاسر,1.0,12,فوق دیپلم,"پرورش کودکان پیش‌دبستانی
",41,"0
",10
208,208,208,259,259,اسمعيل,"آیتی
",خ سهروردی شمالی . بالاتر از خ مطهری . ک ازادی .,1.0,25,فوق دیپلم,"مطالعات ارتباطی
",33,"کارشناس دیجیتال مارکتینگ  
",13
209,209,209,260,260,محيا,"روحانی
",افسریه . شهرک والفجر .,0.0,12,-1,"کارشناسی بهداشت عمومی
",20,"نجاری
",7
210,210,210,261,261,نسترن,"پناهیان
",خ صائب تبریزی غربی . ک نرگس . محدوده,-1.0,16,فوق دیپلم,"فیزیوتراپی
",43,"داور حل اختلاف 
",18
211,211,211,262,262,سيدمجتبي,"مرتضوی
",شهرری خ شیر محمدی ک پارساییان,1.0,20,دکترا,"-1
",29,,13
212,212,212,263,263,كيميا,"رستمی
",شهرک ولیعصر -میدان ایثارگران - خ چنکشی,-1.0,20,فوق دکترا,"مرمت آثار تاریخی
",26,"نانوا  
",12
213,213,213,264,264,محترم,"تهرانی
",کارگر شمالی  خ شهید صالحی  ابتدای  خ گلها  نیلوفر غربی,2.0,23,سیکل,"روابط عمومی
",45,"کارشناس شبکه  
",2
214,214,214,265,265,يداله,"مستوفی
",خ کرمان . خ رویان . خ کاووسی,2.0,13,سیکل,"کاردان فنی مکانیک
",26,"کارگردان
",8
215,215,215,266,266,سيداميرحسين,"خمسه
",میدان جمهوری خ جمهوری ک کریم پور بن بست گلها,-1.0,19,کارشناسی,"پدافند جنگ‌های میکروبی
",18,"اپتومتریست
",0
216,216,216,267,267,حبيبه,"لاجوردی
",تجریش  نیاوران سه راه یاسر خ قمی . خ بوکان,1.0,24,فوق دیپلم,"تکنولوژی تولیدات دامی
",42,"پلیس 
",7
217,217,217,268,268,رمضان,"شرف
",شریعتی - با لاتر از متروی قلهک -کوچه یزدانیان -بن بست اول,2.0,16,-1,"دبیری زبان و ادبیات عربی
",55,"مهندس صنایع غذایی
",9
218,218,218,270,270,فرخنده,"شاه‌حسینی
",لاله زار جنوبی,-1.0,15,کارشناسی,"ریاضیات و کاربردها
",32,,11
219,219,219,271,271,سيدعباس,"افخمی
",شهید رجایی بزرگراه بعثت,2.0,20,-1,"مهندسی برق
",47,"ماهیگیر
",6
220,220,220,274,274,بهزاد,"اوستا
",خیابان جهان ارا کوچه 23,1.0,24,0,"راهنمایی و مشاوره
",36,"گزارشگر
",6
221,221,221,275,275,جمال,"امیری
",دولت کوچه نامدار,2.0,25,فوق دکترا,"علوم سیاسی
",32,"فیزیوتراپی
",2
222,222,222,276,276,حسام,"زهرایی
",ملاصدرا شیراز جنوبی بن بست لاله,0.0,22,کارشناسی ارشد,"کارشناسی چندرسانه‌ای
",38,"وکیل  
",14
223,223,223,277,277,سيدابوالفضل,"حائری
",خ سردار جنگل-انتهای خیابان-ک طباطبائی-کوچه تختی,1.0,15,فوق دیپلم,"مهندسی منابع طبیعی
",16,"منشی  
",3
224,224,224,279,279,فرحناز,"معروف
",یاغچی اباد ک فرامرز پور سیف الله سرتاسر ک,1.0,12,-1,"داروسازی
",33,"-1
",1
225,225,225,280,280,غزل,"صدیقی
",انتهای بزرگراه مدرس - الیه کوی گلپاد - اولین برج سمت چ,-1.0,17,کاردانی,"کارشناسی فرش
",17,"خبرنگار  
",3
226,226,226,281,281,نيايش,"خامنه‌ای
",تهران پارس - 196 شرقی - خیابان 135 جنوبی - کوچه ولایتی-,-1.0,20,کارشناسی,"ترویج و آموزش کشاورزی
",21,"جنگل داری
",0
227,227,227,282,282,هاشم,"آهنگر
",خ گیشا - خ سی ام - انتهای کوچه  نزدیک پارک گفتگو,1.0,13,کارشناسی,,16,"کارشناس امنیت اطلاعات  
",3
228,228,228,283,283,سودابه,"شادمهر
",سعادت اباد  - میدان سرو -  میدان بهرود - تره بار بهرود,0.0,20,-1,"مهندسی اپتیک و لیزر
",52,"زنبوردار
",12
229,229,229,285,285,مهتاب,"مهدی‌پور
",میدان شادآباد - بعد از پل برادران اصغری,0.0,20,کارشناسی ارشد,"اتاق عمل
",44,"مهندس برق، الکترونیک، مخابرات
",18
230,230,230,287,287,ساناز,"پارسی
",افسریه - شهرک ولفجر,0.0,25,دیپلم,"دندان‌پزشکی
",20,"نویسنده  
",8
231,231,231,289,289,عبدالحسين,"گل محمدی
",شهرک بروجردی - خ همت - دبیرستان پیروان امام علی .,0.0,15,ندارد,"ایمونولوژی
",55,"مترجم
",24
232,232,232,290,290,مهشيد,"لاهوتی
",تهرانپارس خ جشنواره خ زهدی خ امیر غربی جنب,-1.0,18,کارشناسی,"ادبیات داستانی
",29,"کارشناس بازرگانی داخلی و خارجی
",13
233,233,233,291,291,نادر,"عبدالکریمی
",نازی اباد خ . تولایی اطراف م و زهره,0.0,16,کارشناسی,"فیزیوتراپی
",37,"0
",13
234,234,234,292,292,رضيه,"سپه‌وند
",دربند میدان باغ شاطر میدان سازمان اب,2.0,15,فوق دیپلم,"-1
",30,"مجسمه ساز
",13
235,235,235,293,293,سيده مريم,"پیران
",الهیه. سر خ خزر جنوبی . بین داد سرا و دیوار سفارت روس . داخل خیابان,1.0,13,ندارد,,52,"مهندس راه آهن 
",17
